Date,TotalUpper0,TotalLower0,TotalLowerMexico0,TotalUpper1,TotalLower1,TotalLowerMexico1,TotalUpper2,TotalLower2,TotalLowerMexico2,TotalUpper3,TotalLower3,TotalLowerMexico3,TotalUpper4,TotalLower4,TotalLowerMexico4,TotalUpper5,TotalLower5,TotalLowerMexico5
Jan-20,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-20,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-20,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-20,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-20,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-20,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-20,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-20,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-20,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-20,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-20,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-20,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-21,101206,512661,647661,99231,519159,654159,105343,520363,655363,98890,514919,649919,98389,512644,647644,98672,517683,652683
Feb-21,101136,659367,809367,99160,660965,810965,105273,667634,817634,98820,662012,812012,98321,659629,809629,98601,664246,814246
Mar-21,114012,749396,914396,111945,745456,910456,118015,757917,922917,111390,752240,917240,110949,749848,914848,111208,753983,918983
Apr-21,254854,789764,984764,249690,782360,977360,259433,798797,993797,253391,792975,987975,249309,790436,985436,254390,794718,989718
May-21,897734,750162,855162,878796,741090,846090,903720,759572,864572,901602,755466,860466,884588,752408,857408,908021,755981,860981
Jun-21,1422025,791904,896904,1397500,779051,884051,1427560,801442,906442,1432407,797216,902216,1404431,794274,899274,1444421,797730,902730
Jul-21,898479,810223,930223,881696,795664,915664,907564,820021,940021,906190,815795,935795,888287,812575,932575,912633,816310,936310
Aug-21,517261,797118,902118,506263,782167,887167,525617,806842,911842,520684,802736,907736,509860,799542,904542,523484,803251,908251
Sep-21,256393,701065,791065,249437,691114,781114,261166,710422,800422,255781,706696,796696,251564,703574,793574,256732,707253,797253
Oct-21,142337,661124,766124,139497,660644,765644,146264,670229,775229,140091,664463,769463,138895,661512,766512,140374,666696,771696
Nov-21,97269,554619,659619,95781,557784,662784,101300,563105,668105,94754,557286,662286,94523,554799,659799,94512,560050,665050
Dec-21,97540,514282,634282,95640,517550,637550,101647,522409,642409,95178,517610,637610,94805,514929,634929,94965,519965,639965
Jan-22,101206,512661,647661,100181,520234,655234,107114,522592,657592,99942,516573,651573,99322,514111,649111,99712,519623,654623
Feb-22,101136,659367,809367,100111,662285,812285,107044,670176,820176,99872,663945,813945,99254,661328,811328,99642,666451,816451
Mar-22,114012,749396,914396,112880,746999,911999,119773,760740,925740,112401,754429,919429,111846,751760,916760,112221,756435,921435
Apr-22,254854,789764,984764,250768,783963,978963,261355,801729,996729,254671,795273,990273,249920,792409,987409,255884,797278,992278
May-22,897734,750162,855162,881267,742861,847861,907107,762767,867767,905098,757996,862996,885709,754542,859542,912669,758764,863764
Jun-22,1422025,791904,896904,1401440,780797,885797,1432034,804614,909614,1438219,799722,904722,1406430,796382,901382,1452325,800490,905490
Jul-22,898479,810223,930223,884919,797520,917520,911151,823351,943351,910075,818459,938459,889849,814792,934792,917646,819227,939227
Aug-22,517261,797118,902118,508456,783954,888954,528527,810078,915078,523238,805307,910307,511011,801690,906690,526542,806075,911075
Sep-22,256393,701065,791065,250828,692778,782778,263144,713476,803476,257235,709117,799117,252441,705604,795604,258373,709931,799931
Oct-22,142337,661124,766124,140557,662202,767202,148004,673131,778131,141164,666755,771755,139770,663449,768449,141530,669261,774261
Nov-22,97269,554619,659619,96706,559031,664031,103060,565603,670603,95779,559211,664211,95459,556439,661439,95526,562260,667260
Dec-22,97540,514282,634282,96590,518718,638718,103400,524786,644786,96209,519411,639411,95740,516487,636487,95988,522049,642049
Jan-23,101206,512661,647661,101131,521334,656334,108886,525119,660119,100993,518256,653256,100255,515638,650638,100753,521628,656628
Feb-23,101136,659367,809367,101061,663625,813625,108815,673012,823012,100923,665901,815901,100187,663080,813080,100683,668715,818715
Mar-23,114012,749396,914396,113815,748560,913560,121531,763855,928855,113413,756639,921639,112744,753722,918722,113234,758942,923942
Apr-23,254854,789764,984764,251846,785574,980574,263276,804944,999944,255951,797582,992582,250530,794422,989422,257379,799885,994885
May-23,897734,750162,855162,883739,744632,849632,910493,766239,871239,908594,760530,865530,886829,756708,861708,917317,761587,866587
Jun-23,1422025,791904,896904,1405380,782542,887542,1436508,808060,913060,1444032,802231,907231,1408428,798522,903522,1460229,803287,908287
Jul-23,898479,810223,930223,888141,799369,919369,914737,826950,946950,913960,821121,941121,891411,817034,937034,922660,822177,942177
Aug-23,517261,797118,902118,510649,785737,890737,531436,813586,918586,525791,807877,912877,512162,803867,908867,529601,808934,913934
Sep-23,256393,701065,791065,252220,694442,784442,265121,716806,806806,258689,711543,801543,253318,707668,797668,260015,712648,802648
Oct-23,142337,661124,766124,141617,663760,768760,149745,676310,781310,142237,669054,774054,140645,665420,770420,142687,671867,776867
Nov-23,97269,554619,659619,97630,560286,665286,104820,568386,673386,96803,561148,666148,96396,558122,663122,96540,564518,669518
Dec-23,97540,514282,634282,97540,519902,639902,105154,527455,647455,97240,521232,641232,96675,518096,638096,97011,524189,644189
Jan-24,101206,512661,647661,102081,522250,657250,110657,527558,662558,102045,519618,654618,101188,517118,652118,101794,523612,658612
Feb-24,101136,659367,809367,102011,664726,814726,110587,675701,825701,101975,667481,817481,101121,664731,814731,101724,670904,820904
Mar-24,114012,749396,914396,114750,749802,914802,123289,766738,931738,114425,758391,923391,113642,755502,920502,114247,761293,926293
Apr-24,254854,789764,984764,252924,786882,981882,265198,807942,1002942,257231,799449,994449,251140,796267,991267,258873,802350,997350
May-24,897734,750162,855162,886210,746042,851042,913879,769423,874423,912090,762561,867561,887950,758645,863645,921965,764207,869207
Jun-24,1422025,791904,896904,1409320,783952,888952,1440982,811244,916244,1449844,804261,909261,1410427,800458,905458,1468134,805906,910906
Jul-24,898479,810223,930223,891364,800847,920847,918324,830251,950251,917846,823267,943267,892973,819036,939036,927673,824913,944913
Aug-24,517261,797118,902118,512842,787179,892179,534346,816825,921825,528345,809963,914963,513313,805833,910833,532660,811610,916610
Sep-24,256393,701065,791065,253612,695795,785795,267098,719899,809899,260143,713514,803514,254195,709551,799551,261656,715212,805212
Oct-24,142337,661124,766124,142677,665033,770033,151486,679290,784290,143310,670924,775924,141520,667237,772237,143844,674346,779346
Nov-24,97269,554619,659619,98554,561340,666340,106579,571060,676060,97828,562744,667744,97333,559736,664736,97554,566736,671736
Dec-24,97540,514282,634282,98490,520894,640894,106908,530021,650021,98271,522720,642720,97610,519648,639648,98035,526297,646297
Jan-25,101206,512661,647661,103031,522870,657870,112428,529707,664707,103096,521028,656028,102121,518170,653170,102835,525165,660165
Feb-25,101136,659367,809367,102961,665526,815526,112358,678097,828097,103026,669106,819106,102054,665950,815950,102764,672657,822657
Mar-25,114012,749396,914396,115685,750738,915738,125047,769325,934325,115437,760187,925187,114540,756848,921848,115259,763206,928206
Apr-25,254854,789764,984764,254001,787876,982876,267119,810639,1005639,258511,801355,996355,251750,797673,992673,260368,804373,999373
May-25,897734,750162,855162,888681,747129,852129,917265,772297,877297,915586,764625,869625,889071,760136,865136,926613,766379,871379
Jun-25,1422025,791904,896904,1413260,785037,890037,1445456,814118,919118,1455657,806324,911324,1412425,801948,906948,1476038,808078,913078
Jul-25,898479,810223,930223,894586,801993,921993,921911,833237,953237,921731,825444,945444,894535,820587,940587,932686,827197,947197
Aug-25,517261,797118,902118,515035,788293,893293,537255,819753,924753,530899,812081,917081,514464,807352,912352,535719,813835,918835
Sep-25,256393,701065,791065,255003,696825,786825,269075,722682,812682,261597,715520,805520,255072,710990,800990,263297,717329,807329
Oct-25,142337,661124,766124,143737,665983,770983,153226,681965,786965,144383,672829,777829,142395,668610,773610,145001,676379,781379
Nov-25,97269,554619,659619,99478,562080,667080,108339,573435,678435,98853,564379,669379,98269,560912,665912,98568,568513,673513
Dec-25,97540,514282,634282,99440,521579,641579,108662,532292,652292,99302,524253,644253,98546,520766,640766,99058,527969,647969
Jan-26,101206,512661,647661,103981,523276,658276,114162,531445,666445,104110,522157,657157,103054,518625,653625,103837,526145,661145
Feb-26,101136,659367,809367,103911,666108,816108,114092,680074,830074,104040,670443,820443,102988,666566,816566,103767,673832,823832
Mar-26,114012,749396,914396,116620,751452,916452,126767,771487,936487,116411,761687,926687,115437,757583,922583,116234,764533,929533
Apr-26,254854,789764,984764,255079,788639,983639,269003,812898,1007898,259754,802952,997952,252360,798455,993455,261825,805797,1000797
May-26,897734,750162,855162,891153,747974,852974,920609,774720,879720,919040,766367,871367,890192,760989,865989,931218,767938,872938
Jun-26,1422025,791904,896904,1417200,785882,890882,1449887,816540,921540,1461427,808065,913065,1414423,802800,907800,1483899,809635,914635
Jul-26,898479,810223,930223,897808,802890,922890,925455,835759,955759,925573,827284,947284,896097,821487,941487,937657,828854,948854
Aug-26,517261,797118,902118,517228,789162,894162,540122,822223,927223,533410,813869,918869,515615,808225,913225,538735,815440,920440
Sep-26,256393,701065,791065,256395,697615,787615,271014,725013,815013,263014,717203,807203,255949,711791,801791,264900,718833,808833
Oct-26,142337,661124,766124,144797,666693,771693,154929,684190,789190,145418,674413,779413,143270,669347,774347,146120,677800,782800
Nov-26,97269,554619,659619,100402,562588,667588,110061,575372,680372,99840,565706,670706,99206,561464,666464,99544,569691,674691
Dec-26,97540,514282,634282,100390,522043,642043,110378,534138,654138,100295,525491,645491,99481,521275,641275,100043,529056,649056
Jan-27,101206,512661,647661,104931,525366,660366,115896,533351,668351,105123,523276,658276,103988,519165,654165,104840,527075,662075
Feb-27,101136,659367,809367,104861,668369,818369,115826,682216,832216,105053,671764,821764,103921,667264,817264,104770,674951,824951
Mar-27,114012,749396,914396,117555,753840,918840,128487,773808,938808,117385,763164,928164,116335,758397,923397,117209,765800,930800
Apr-27,254854,789764,984764,256157,791067,986067,270887,815306,1010306,260996,804516,999516,252970,799311,994311,263281,807151,1002151
May-27,897734,750162,855162,893624,750478,855478,923953,777283,882283,922493,768057,873057,891312,761910,866910,935824,769416,874416
Jun-27,1422025,791904,896904,1421140,788384,893384,1454318,819103,924103,1467196,809756,914756,1416422,803720,908720,1491761,811112,916112
Jul-27,898479,810223,930223,901031,805435,925435,928999,838411,958411,929416,829064,949064,897659,822450,942450,942628,830421,950421
Aug-27,517261,797118,902118,519421,791683,896683,542989,824828,929828,535921,815603,920603,516766,809165,914165,541752,816961,921961
Sep-27,256393,701065,791065,257787,700060,790060,272953,727485,817485,264430,718835,808835,256826,712661,802661,266503,720256,810256
Oct-27,142337,661124,766124,145857,669059,774059,156632,686555,791555,146453,675957,780957,144145,670152,775152,147239,679142,784142
Nov-27,97269,554619,659619,101326,564762,669762,111783,577459,682459,100827,567006,672006,100142,562092,667092,100520,570800,675800
Dec-27,97540,514282,634282,101340,524181,644181,112094,536143,656143,101288,526708,646708,100416,521862,641862,101029,530082,650082
Jan-28,101206,512661,647661,105881,528598,663598,117629,535228,670228,106137,524377,659377,104921,519686,654686,105843,528047,663047
Feb-28,101136,659367,809367,105811,671771,821771,117559,684321,834321,106067,673058,823058,104855,667938,817938,105773,676105,826105
Mar-28,114012,749396,914396,118490,757370,922370,130207,776086,941086,118359,764607,929607,117233,759184,924184,118184,767095,932095
Apr-28,254854,789764,984764,257235,794636,989636,272770,817660,1012660,262238,806035,1001035,253581,800132,995132,264738,808521,1003521
May-28,897734,750162,855162,896095,754122,859122,927297,779778,884778,925947,769688,874688,892433,762788,867788,940429,770897,875897
Jun-28,1422025,791904,896904,1425080,792027,897027,1458749,821598,926598,1472966,811385,916385,1418420,804597,909597,1499623,812593,917593
Jul-28,898479,810223,930223,904253,809120,929120,932543,840984,960984,933258,830772,950772,899222,823363,943363,947599,831979,951979
Aug-28,517261,797118,902118,521614,795346,900346,545856,827360,932360,538432,817269,922269,517916,810058,915058,544768,818478,923478
Sep-28,256393,701065,791065,259178,703645,793645,274893,729890,819890,265846,720408,810408,257703,713487,803487,268107,721683,811683
Oct-28,142337,661124,766124,146917,672565,777565,158335,688853,793853,147488,677444,782444,145020,670916,775916,148359,680489,785489
Nov-28,97269,554619,659619,102250,568077,673077,113505,579491,684491,101814,568262,673262,101079,562684,667684,101496,571927,676927
Dec-28,97540,514282,634282,102290,527461,647461,113810,538106,658106,102281,527893,647893,101351,522423,642423,102014,531138,651138
Jan-29,101206,512661,647661,106831,529172,664172,119363,537076,672076,107151,525456,660456,105854,522532,657532,106846,530203,665203
Feb-29,101136,659367,809367,106761,672511,822511,119293,686391,836391,107080,674324,824324,105788,670934,820934,106776,678437,828437
Mar-29,114012,749396,914396,119425,758232,923232,131928,778324,943324,119333,766016,931016,118131,762289,927289,119160,769562,934562
Apr-29,254854,789764,984764,258312,795528,990528,274654,819961,1014961,263481,807506,1002506,254191,803264,998264,266195,811051,1006051
May-29,897734,750162,855162,898567,755077,860077,930641,782208,887208,929400,771259,876259,893554,765972,870972,945035,773526,878526
Jun-29,1422025,791904,896904,1429020,792981,897981,1463181,824027,929027,1478736,812956,917956,1420418,807780,912780,1507484,815221,920221
Jul-29,898479,810223,930223,907476,810108,930108,936087,843479,963479,937101,832408,952408,900784,826574,946574,952570,834673,954673
Aug-29,517261,797118,902118,523807,796315,901315,548724,829819,934819,540943,818870,923870,519067,813254,918254,547784,821137,926137
Sep-29,256393,701065,791065,260570,704544,794544,276832,732229,822229,267263,721920,811920,258580,716617,806617,269710,724256,814256
Oct-29,142337,661124,766124,147977,673386,778386,160037,691086,796086,148523,678873,783873,145895,673984,778984,149478,682984,787984
Nov-29,97269,554619,659619,103174,568716,673716,115227,581471,686471,102800,569471,674471,102016,565588,670588,102472,574213,679213
Dec-29,97540,514282,634282,103241,528073,648073,115526,540029,660029,103274,529043,649043,102286,525302,645302,102999,533365,653365
Jan-30,101206,512661,647661,107781,529635,664635,121097,539652,674652,108164,526451,661451,106787,523589,658589,107849,531704,666704
Feb-30,101136,659367,809367,107711,673105,823105,121027,689158,839158,108094,675476,825476,106722,672109,822109,107779,680083,830083
Mar-30,114012,749396,914396,120360,758898,923898,133648,781212,946212,120307,767264,932264,119028,763526,928526,120135,771296,936296
Apr-30,254854,789764,984764,259390,796230,991230,276538,822926,1017926,264723,808830,1003830,254801,804541,999541,267652,812861,1007861
May-30,897734,750162,855162,901038,755802,860802,933984,785271,890271,932854,772650,877650,894675,767266,872266,949640,775402,880402
Jun-30,1422025,791904,896904,1432960,793720,898720,1467612,827105,932105,1484506,814361,919361,1422417,809088,914088,1515346,817111,922111
Jul-30,898479,810223,930223,910698,810855,930855,939631,846606,966606,940944,833862,953862,902346,827894,947894,957541,836612,956612
Aug-30,517261,797118,902118,526000,797064,902064,551591,832926,937926,543454,820305,925305,520218,814573,919573,550801,823057,928057
Sep-30,256393,701065,791065,261962,705242,795242,278771,735230,825230,268679,723283,813283,259457,717889,807889,271313,726107,816107
Oct-30,142337,661124,766124,149037,674021,779021,161740,693997,798997,149558,680168,785168,146770,675210,780210,150597,684773,789773
Nov-30,97269,554619,659619,104098,569224,674224,116948,584176,689176,103787,570594,675594,102952,566698,671698,103448,575841,680841
Dec-30,97540,514282,634282,104191,528565,648565,117242,542677,662677,104267,530108,650108,103221,526388,646388,103985,534936,654936
Jan-31,101206,512661,647661,108746,524987,659987,122877,542903,677903,109236,526911,661911,107727,528661,663661,108910,537183,672183
Feb-31,101136,659367,809367,108676,668618,818618,122806,692625,842625,109166,676115,826115,107662,677326,827326,108840,685730,835730
Mar-31,114012,749396,914396,121310,754528,919528,135414,784838,949838,121339,768038,933038,119933,768846,933846,121168,777070,942070
Apr-31,254854,789764,984764,260501,791879,986879,278539,826601,1021601,266094,809654,1004654,255436,809879,1004879,269238,818684,1013684
May-31,897734,750162,855162,903459,751497,856497,937336,789062,894062,936329,773557,878557,895736,772648,877648,954267,781312,886312
Jun-31,1422025,791904,896904,1436568,789414,894414,1471759,830896,935896,1490005,815267,920267,1424074,814469,919469,1522937,823020,928020
Jul-31,898479,810223,930223,913466,806572,926572,942718,850449,970449,944342,834820,954820,903444,833294,953294,962068,842573,962573
Aug-31,517261,797118,902118,527859,792768,897768,554136,836741,941741,545656,821235,926235,521026,819963,924963,553508,828991,933991
Sep-31,256393,701065,791065,263286,700888,790888,280619,738929,828929,270016,724132,814132,260259,723214,813214,272837,731958,821958
Oct-31,142337,661124,766124,150099,669590,774590,163466,697592,802592,150628,680935,785935,147640,680475,785475,151751,690547,795547
Nov-31,97269,554619,659619,105027,564621,669621,118716,587531,692531,104832,571157,676157,103886,571809,676809,104482,581422,686422
Dec-31,97540,514282,634282,105155,523945,643945,119005,545989,665989,105318,530625,650625,104163,531483,651483,105028,540472,660472
Jan-32,101206,512661,647661,109711,525261,660261,124656,546117,681117,110307,528775,663775,108667,530218,665218,109971,539144,674144
Feb-32,101136,659367,809367,109640,669051,819051,124586,696052,846052,110237,678158,828158,108602,679026,829026,109901,687857,837857
Mar-32,114012,749396,914396,122259,755077,920077,137180,788423,953423,122371,770215,935215,120837,770649,935649,122201,779323,944323
Apr-32,254854,789764,984764,261612,792448,987448,280540,830233,1025233,267466,811877,1006877,256071,811698,1006698,270824,820982,1015982
May-32,897734,750162,855162,905880,752111,857111,940688,792802,897802,939803,775856,880856,896797,774499,879499,958893,783685,888685
Jun-32,1422025,791904,896904,1440175,790027,895027,1475907,834635,939635,1495505,817566,922566,1425731,816319,921319,1530528,825392,930392
Jul-32,898479,810223,930223,916234,807207,927207,945805,854237,974237,947741,837168,957168,904543,835162,955162,966595,844994,964994
Aug-32,517261,797118,902118,529717,793390,898390,556681,840502,945502,547859,823557,928557,521833,821820,926820,556216,831385,936385
Sep-32,256393,701065,791065,264611,701451,791451,282467,742581,832581,271353,726378,816378,261061,725018,815018,274361,734280,824280
Oct-32,142337,661124,766124,151162,670076,775076,165192,701141,806141,151698,683099,788099,148510,682220,787220,152905,692796,797796
Nov-32,97269,554619,659619,105956,564937,669937,120485,590843,695843,105877,573119,678119,104819,573402,678402,105516,583480,688480
Dec-32,97540,514282,634282,106120,524246,644246,120767,549260,669260,106370,532545,652545,105105,533061,653061,106071,542486,662486
Jan-33,101206,512661,647661,110675,525527,660527,126436,549306,684306,111379,530613,665613,109607,531755,666755,111032,541079,676079
Feb-33,101136,659367,809367,110605,669478,819478,126366,699453,849453,111309,680173,830173,109542,680707,830707,110962,689957,839957
Mar-33,114012,749396,914396,123209,755619,920619,138947,791981,956981,123403,772362,937362,121742,772432,937432,123234,781546,946546
Apr-33,254854,789764,984764,262722,793008,988008,282541,833836,1028836,268838,814068,1009068,256706,813498,1008498,272410,823249,1018249
May-33,897734,750162,855162,908301,752716,857716,944040,796508,901508,943278,778120,883120,897858,776331,881331,963520,786022,891022
Jun-33,1422025,791904,896904,1443783,790630,895630,1480054,838341,943341,1501004,819829,924829,1427388,818149,923149,1538119,827728,932728
Jul-33,898479,810223,930223,919003,807832,927832,948892,857990,977990,951140,839478,959478,905642,837011,957011,971122,847376,967376
Aug-33,517261,797118,902118,531576,794002,899002,559226,844229,949229,550061,825841,930841,522640,823658,928658,558924,833743,938743
Sep-33,256393,701065,791065,265935,702005,792005,284316,746201,836201,272690,728589,818589,261863,726803,816803,275885,736567,826567
Oct-33,142337,661124,766124,152225,670554,775554,166918,704658,809658,152768,685230,790230,149380,683947,788947,154060,695011,800011
Nov-33,97269,554619,659619,106885,565245,670245,122253,594126,699126,106922,575050,680050,105753,574976,679976,106550,585507,690507
Dec-33,97540,514282,634282,107085,524539,644539,122529,552504,672504,107421,534435,654435,106047,534620,654620,107115,544472,664472
Jan-34,101206,512661,647661,111640,525789,660789,128216,552558,687558,112451,532441,667441,110547,533284,668284,112093,543067,678067
Feb-34,101136,659367,809367,111570,669899,819899,128146,702915,852915,112381,682176,832176,110483,682376,832376,112023,692107,842107
Mar-34,114012,749396,914396,124159,756155,921155,140713,795599,960599,124435,774495,939495,122647,774201,939201,124267,783816,948816
Apr-34,254854,789764,984764,263833,793562,988562,284542,837495,1032495,270209,816243,1011243,257341,815279,1010279,273996,825561,1020561
May-34,897734,750162,855162,910722,753312,858312,947391,800269,905269,946753,780366,885366,898920,778139,883139,968147,788396,893396
Jun-34,1422025,791904,896904,1447391,791226,896226,1484202,842101,947101,1506504,822073,927073,1429045,819957,924957,1545711,830101,935101
Jul-34,898479,810223,930223,921771,808448,928448,951979,861794,981794,954538,841767,961767,906741,838832,958832,975649,849794,969794
Aug-34,517261,797118,902118,533435,794607,899607,561771,848009,953009,552263,828106,933106,523448,825471,930471,561631,836137,941137
Sep-34,256393,701065,791065,267260,702552,792552,286164,749875,839875,274026,730780,820780,262664,728564,818564,277409,738892,828892
Oct-34,142337,661124,766124,153288,671025,776025,168645,708229,813229,153839,687342,792342,150250,685651,790651,155214,697270,802270
Nov-34,97269,554619,659619,107814,565546,670546,124021,597467,702467,107967,576966,681966,106686,576533,681533,107585,587582,692582
Dec-34,97540,514282,634282,108050,524826,644826,124292,555808,675808,108472,536313,656313,106989,536165,656165,108158,546508,666508
Jan-35,101206,512661,647661,112605,526002,661002,129996,555755,690755,113522,534091,669091,111487,534648,669648,113154,545276,680276
Feb-35,101136,659367,809367,112535,670258,820258,129926,706309,856309,113452,683987,833987,111423,683869,833869,113084,694464,844464
Mar-35,114012,749396,914396,125109,756618,921618,142480,799133,964133,125467,776422,941422,123551,775782,940782,125300,786279,951279
Apr-35,254854,789764,984764,264943,794019,989019,286543,841042,1036042,271581,818183,1013183,257976,816850,1011850,275582,828037,1023037
May-35,897734,750162,855162,913143,753790,858790,950743,803889,908889,950228,782346,887346,899981,779713,884713,972773,790906,895906
Jun-35,1422025,791904,896904,1450998,791702,896702,1488350,845720,950720,1512003,824053,929053,1430702,821530,926530,1553302,832610,937610
Jul-35,898479,810223,930223,924539,808922,928922,955066,865429,985429,957937,843762,963762,907839,840397,960397,980176,852319,972319
Aug-35,517261,797118,902118,535293,795080,900080,564316,851634,956634,554466,830092,935092,524255,827038,932038,564339,838652,943652
Sep-35,256393,701065,791065,268585,702979,792979,288012,753408,843408,275363,732708,822708,263466,730091,820091,278933,741352,831352
Oct-35,142337,661124,766124,154350,671377,776377,170371,711661,816661,154909,689191,794191,151119,687122,792122,156368,699664,804664
Nov-35,97269,554619,659619,108743,565753,670753,125789,600696,705696,109012,578647,683647,107619,577879,682879,108619,589822,694822
Dec-35,97540,514282,634282,109015,525041,645041,126054,559029,679029,109523,537984,657984,107930,537523,657523,109202,548736,668736
Jan-36,101206,512661,647661,113248,526300,661300,131699,558800,693800,114399,535889,670889,112097,535997,670997,113899,547571,682571
Feb-36,101136,659367,809367,113178,670699,820699,131628,709552,859552,114329,685966,835966,112033,685354,835354,113829,696924,846924
Mar-36,114012,749396,914396,125744,757173,922173,144189,802534,967534,126329,778546,943546,124141,777373,942373,126034,788873,953873
Apr-36,254854,789764,984764,265759,794649,989649,288909,844552,1039552,273019,820415,1015415,258532,818515,1013515,276948,830738,1025738
May-36,897734,750162,855162,915135,754520,859520,957198,807566,912566,954862,784714,889714,901124,781466,886466,977122,793737,898737
Jun-36,1422025,791904,896904,1454022,792430,897430,1497992,849396,954396,1519379,826420,931420,1432583,823281,928281,1560330,835439,940439
Jul-36,898479,810223,930223,926868,809729,929729,960533,869217,989217,962022,846241,966241,909140,842224,962224,984262,855260,975260
Aug-36,517261,797118,902118,536767,795846,900846,567685,855364,960364,556770,832513,937513,525111,828827,933827,566624,841535,946535
Sep-36,256393,701065,791065,269577,703673,793673,290137,757013,847013,276618,735032,825032,264137,731809,821809,280097,744142,834142
Oct-36,142337,661124,766124,155111,672012,777012,172223,715182,820182,155894,691447,796447,151747,688796,793796,157241,702401,807401
Nov-36,97269,554619,659619,109358,566205,671205,127480,603964,708964,109870,580667,685667,108219,579379,684379,109344,592337,697337
Dec-36,97540,514282,634282,109664,525422,645422,127749,562193,682193,110393,539898,659898,108543,538950,658950,109942,551144,671144
Jan-37,101206,512661,647661,113892,526554,661554,133401,562495,697495,115276,537368,672368,112707,537280,672280,114644,549778,684778
Feb-37,101136,659367,809367,113822,671085,821085,133331,713432,863432,115205,687612,837612,112644,686761,836761,114573,699284,849284
Mar-37,114012,749396,914396,126380,757663,922663,145898,806560,971560,127191,780325,945325,124731,778875,943875,126769,791354,956354
Apr-37,254854,789764,984764,266574,795192,990192,291274,848662,1043662,274456,822278,1017278,259089,820068,1015068,278315,833303,1028303
May-37,897734,750162,855162,917128,755141,860141,963654,811818,916818,959496,786688,891688,902268,783084,888084,981470,796406,901406
Jun-37,1422025,791904,896904,1457046,793050,898050,1507635,853648,958648,1526754,828392,933392,1434463,824898,929898,1567358,838107,943107
Jul-37,898479,810223,930223,929198,810406,930406,966001,873556,993556,966107,848300,968300,910441,843895,963895,988348,858015,978015
Aug-37,517261,797118,902118,538242,796493,901493,571054,859657,964657,559074,834526,939526,525967,830469,935469,568909,844245,949245
